440239804,0
481571945,0
891531273,0
575776498,0
515334058,4
5141843361,35
2122493385,10
1260037576,179
652596926,15
436289900,0
138770719,0
641797502,0
781267721,0
2138776415,0
1142484086,0
951926069,0
715268802,19
1241183457,0
686866216,15
406620045,0
382351461,0
1055474065,0
988007709,0
777523919,278
921327068,0
1015524458,0
626824690,0
847538904,53
444838170,0
1092425646,0
417930896,0
803687392,0
6116101016,0
822209823,0
890262123,0
545940760,0
1895132134,16
5253018260,0
1079839520,1337
985901502,0
